-3.14159 -4.48723e-05
-3.1353 -0.000143426
-3.12901 -0.000314149
-3.12272 -0.000465599
-3.11643 -0.000622315
-3.11015 -0.000777758
-3.10386 -0.000933716
-3.09757 -0.00108975
-3.09128 -0.00124601
-3.08499 -0.00140249
-3.0787 -0.00155923
-3.07241 -0.00171626
-3.06612 -0.00187361
-3.05983 -0.00203131
-3.05354 -0.00218938
-3.04725 -0.00234786
-3.04096 -0.00250678
-3.03467 -0.00266616
-3.02838 -0.00282604
-3.02209 -0.00298645
-3.0158 -0.00314742
-3.00951 -0.00330898
-3.00322 -0.00347116
-2.99693 -0.003634
-2.99065 -0.00379752
-2.98436 -0.00396176
-2.97807 -0.00412674
-2.97178 -0.00429251
-2.96549 -0.0044591
-2.9592 -0.00462654
-2.95291 -0.00479486
-2.94662 -0.0049641
-2.94033 -0.0051343
-2.93404 -0.00530549
-2.92775 -0.0054777
-2.92146 -0.00565097
-2.91517 -0.00582534
-2.90888 -0.00600085
-2.90259 -0.00617753
-2.8963 -0.00635543
-2.89001 -0.00653457
-2.88372 -0.00671501
-2.87743 -0.00689679
-2.87115 -0.00707993
-2.86486 -0.00726449
-2.85857 -0.00745051
-2.85228 -0.00763803
-2.84599 -0.00782709
-2.8397 -0.00801775
-2.83341 -0.00821003
-2.82712 -0.00840401
-2.82083 -0.0085997
-2.81454 -0.00879718
-2.80825 -0.00899649
-2.80196 -0.00919767
-2.79567 -0.00940077
-2.78938 -0.00960586
-2.78309 -0.00981298
-2.7768 -0.0100222
-2.77051 -0.0102335
-2.76422 -0.0104471
-2.75793 -0.0106629
-2.75165 -0.010881
-2.74536 -0.0111015
-2.73907 -0.0113245
-2.73278 -0.0115499
-2.72649 -0.0117779
-2.7202 -0.0120086
-2.71391 -0.0122419
-2.70762 -0.012478
-2.70133 -0.012717
-2.69504 -0.0129588
-2.68875 -0.0132037
-2.68246 -0.0134516
-2.67617 -0.0137026
-2.66988 -0.0139569
-2.66359 -0.0142145
-2.6573 -0.0144755
-2.65101 -0.0147399
-2.64472 -0.0150079
-2.63843 -0.0152796
-2.63215 -0.015555
-2.62586 -0.0158342
-2.61957 -0.0161174
-2.61328 -0.0164046
-2.60699 -0.016696
-2.6007 -0.0169916
-2.59441 -0.0172916
-2.58812 -0.0175961
-2.58183 -0.0179051
-2.57554 -0.0182189
-2.56925 -0.0185374
-2.56296 -0.018861
-2.55667 -0.0191896
-2.55038 -0.0195234
-2.54409 -0.0198626
-2.5378 -0.0202073
-2.53151 -0.0205576
-2.52522 -0.0209137
-2.51893 -0.0212758
-2.51265 -0.021644
-2.50636 -0.0220184
-2.50007 -0.0223993
-2.49378 -0.0227867
-2.48749 -0.023181
-2.4812 -0.0235823
-2.47491 -0.0239907
-2.46862 -0.0244064
-2.46233 -0.0248298
